sw_longitude,sw_latitude,ne_longitude,ne_latitude,box_rating
-122.41894099999999,37.74814,-122.41294099999999,37.75214,4.15
-122.41294099999999,37.74814,-122.40694099999999,37.75214,4.13
-122.40694099999999,37.74814,-122.40094099999999,37.75214,0.0
-122.40094099999999,37.74814,-122.39494099999999,37.75214,0.0
-122.39494099999999,37.74814,-122.38894099999999,37.75214,4.33
-122.38894099999999,37.74814,-122.38294099999999,37.75214,0.0
-122.38294099999999,37.74814,-122.37694099999999,37.75214,0.0
-122.37694099999999,37.74814,-122.37094099999999,37.75214,0.0
-122.37094099999999,37.74814,-122.36494099999999,37.75214,0.0
-122.36494099999999,37.74814,-122.35894099999999,37.75214,0.0
-122.35894099999999,37.74814,-122.35294099999999,37.75214,0.0
-122.514941,37.75214,-122.508941,37.756139999999995,0.0
-122.508941,37.75214,-122.50294099999999,37.756139999999995,3.75
-122.50294099999999,37.75214,-122.49694099999999,37.756139999999995,2.75
-122.49694099999999,37.75214,-122.49094099999999,37.756139999999995,0.0
-122.49094099999999,37.75214,-122.48494099999999,37.756139999999995,3.05
-122.48494099999999,37.75214,-122.47894099999999,37.756139999999995,3.56
-122.47894099999999,37.75214,-122.47294099999999,37.756139999999995,3.55
-122.47294099999999,37.75214,-122.46694099999999,37.756139999999995,0.0
-122.46694099999999,37.75214,-122.46094099999999,37.756139999999995,0.0
-122.46094099999999,37.75214,-122.45494099999999,37.756139999999995,0.0
-122.45494099999999,37.75214,-122.44894099999999,37.756139999999995,0.0
-122.44894099999999,37.75214,-122.44294099999999,37.756139999999995,0.0
-122.44294099999999,37.75214,-122.43694099999999,37.756139999999995,0.0
-122.43694099999999,37.75214,-122.43094099999999,37.756139999999995,0.0
-122.43094099999999,37.75214,-122.42494099999999,37.756139999999995,0.0
-122.42494099999999,37.75214,-122.41894099999999,37.756139999999995,4.2
-122.41894099999999,37.75214,-122.41294099999999,37.756139999999995,4.05
-122.41294099999999,37.75214,-122.40694099999999,37.756139999999995,4.05
-122.40694099999999,37.75214,-122.40094099999999,37.756139999999995,3.85
-122.40094099999999,37.75214,-122.39494099999999,37.756139999999995,0.0
-122.39494099999999,37.75214,-122.38894099999999,37.756139999999995,0.0
-122.38894099999999,37.75214,-122.38294099999999,37.756139999999995,0.0
-122.38294099999999,37.75214,-122.37694099999999,37.756139999999995,0.0
-122.37694099999999,37.75214,-122.37094099999999,37.756139999999995,0.0
-122.37094099999999,37.75214,-122.36494099999999,37.756139999999995,0.0
-122.36494099999999,37.75214,-122.35894099999999,37.756139999999995,0.0
-122.35894099999999,37.75214,-122.35294099999999,37.756139999999995,0.0
-122.514941,37.75614,-122.508941,37.76014,0.0
-122.508941,37.75614,-122.50294099999999,37.76014,0.0
-122.50294099999999,37.75614,-122.49694099999999,37.76014,0.0
-122.49694099999999,37.75614,-122.49094099999999,37.76014,0.0
-122.49094099999999,37.75614,-122.48494099999999,37.76014,0.0
-122.48494099999999,37.75614,-122.47894099999999,37.76014,0.0
-122.47894099999999,37.75614,-122.47294099999999,37.76014,0.0
-122.47294099999999,37.75614,-122.46694099999999,37.76014,0.0
-122.46694099999999,37.75614,-122.46094099999999,37.76014,0.0
-122.46094099999999,37.75614,-122.45494099999999,37.76014,0.0
-122.45494099999999,37.75614,-122.44894099999999,37.76014,0.0
-122.44894099999999,37.75614,-122.44294099999999,37.76014,0.0
-122.44294099999999,37.75614,-122.43694099999999,37.76014,0.0
-122.43694099999999,37.75614,-122.43094099999999,37.76014,4.0
-122.43094099999999,37.75614,-122.42494099999999,37.76014,0.0
-122.42494099999999,37.75614,-122.41894099999999,37.76014,4.3
-122.41894099999999,37.75614,-122.41294099999999,37.76014,4.05
-122.41294099999999,37.75614,-122.40694099999999,37.76014,4.0
-122.40694099999999,37.75614,-122.40094099999999,37.76014,3.5
-122.40094099999999,37.75614,-122.39494099999999,37.76014,0.0
-122.39494099999999,37.75614,-122.38894099999999,37.76014,4.38
-122.38894099999999,37.75614,-122.38294099999999,37.76014,4.05
-122.38294099999999,37.75614,-122.37694099999999,37.76014,0.0
-122.37694099999999,37.75614,-122.37094099999999,37.76014,0.0
-122.37094099999999,37.75614,-122.36494099999999,37.76014,0.0
-122.36494099999999,37.75614,-122.35894099999999,37.76014,0.0
-122.35894099999999,37.75614,-122.35294099999999,37.76014,0.0
-122.514941,37.76014,-122.508941,37.76414,0.0
-122.508941,37.76014,-122.50294099999999,37.76414,3.75
-122.50294099999999,37.76014,-122.49694099999999,37.76414,3.7
-122.49694099999999,37.76014,-122.49094099999999,37.76414,0.0
-122.49094099999999,37.76014,-122.48494099999999,37.76414,3.19
-122.48494099999999,37.76014,-122.47894099999999,37.76414,3.75
-122.47894099999999,37.76014,-122.47294099999999,37.76414,3.95
-122.47294099999999,37.76014,-122.46694099999999,37.76414,4.05
-122.46694099999999,37.76014,-122.46094099999999,37.76414,4.0
-122.46094099999999,37.76014,-122.45494099999999,37.76414,3.19
-122.45494099999999,37.76014,-122.44894099999999,37.76414,0.0
-122.44894099999999,37.76014,-122.44294099999999,37.76414,0.0
-122.44294099999999,37.76014,-122.43694099999999,37.76414,3.75
-122.43694099999999,37.76014,-122.43094099999999,37.76414,4.0
-122.43094099999999,37.76014,-122.42494099999999,37.76414,4.0
-122.42494099999999,37.76014,-122.41894099999999,37.76414,4.1
-122.41894099999999,37.76014,-122.41294099999999,37.76414,3.9
-122.41294099999999,37.76014,-122.40694099999999,37.76414,4.0
-122.40694099999999,37.76014,-122.40094099999999,37.76414,0.0
-122.40094099999999,37.76014,-122.39494099999999,37.76414,3.95
-122.39494099999999,37.76014,-122.38894099999999,37.76414,3.83
-122.38894099999999,37.76014,-122.38294099999999,37.76414,3.42
-122.38294099999999,37.76014,-122.37694099999999,37.76414,0.0
-122.37694099999999,37.76014,-122.37094099999999,37.76414,0.0
-122.37094099999999,37.76014,-122.36494099999999,37.76414,0.0
-122.36494099999999,37.76014,-122.35894099999999,37.76414,0.0
-122.35894099999999,37.76014,-122.35294099999999,37.76414,0.0
-122.514941,37.76414,-122.508941,37.768139999999995,0.0
-122.508941,37.76414,-122.50294099999999,37.768139999999995,0.0
-122.50294099999999,37.76414,-122.49694099999999,37.768139999999995,0.0
-122.49694099999999,37.76414,-122.49094099999999,37.768139999999995,0.0
-122.49094099999999,37.76414,-122.48494099999999,37.768139999999995,0.0
-122.48494099999999,37.76414,-122.47894099999999,37.768139999999995,0.0
-122.47894099999999,37.76414,-122.47294099999999,37.768139999999995,0.0
-122.47294099999999,37.76414,-122.46694099999999,37.768139999999995,0.0
-122.46694099999999,37.76414,-122.46094099999999,37.768139999999995,3.85
-122.46094099999999,37.76414,-122.45494099999999,37.768139999999995,4.0
-122.45494099999999,37.76414,-122.44894099999999,37.768139999999995,3.85
-122.44894099999999,37.76414,-122.44294099999999,37.768139999999995,0.0
-122.44294099999999,37.76414,-122.43694099999999,37.768139999999995,0.0
-122.43694099999999,37.76414,-122.43094099999999,37.768139999999995,3.85
-122.43094099999999,37.76414,-122.42494099999999,37.768139999999995,3.9
-122.42494099999999,37.76414,-122.41894099999999,37.768139999999995,4.05
-122.41894099999999,37.76414,-122.41294099999999,37.768139999999995,4.0
-122.41294099999999,37.76414,-122.40694099999999,37.768139999999995,3.35
-122.40694099999999,37.76414,-122.40094099999999,37.768139999999995,3.95
-122.40094099999999,37.76414,-122.39494099999999,37.768139999999995,3.75
-122.39494099999999,37.76414,-122.38894099999999,37.768139999999995,3.7
-122.38894099999999,37.76414,-122.38294099999999,37.768139999999995,3.67
-122.38294099999999,37.76414,-122.37694099999999,37.768139999999995,0.0
-122.37694099999999,37.76414,-122.37094099999999,37.768139999999995,0.0
-122.37094099999999,37.76414,-122.36494099999999,37.768139999999995,0.0
-122.36494099999999,37.76414,-122.35894099999999,37.768139999999995,0.0
-122.35894099999999,37.76414,-122.35294099999999,37.768139999999995,0.0
-122.514941,37.76814,-122.508941,37.77214,3.0
-122.508941,37.76814,-122.50294099999999,37.77214,0.0
-122.50294099999999,37.76814,-122.49694099999999,37.77214,0.0
-122.49694099999999,37.76814,-122.49094099999999,37.77214,0.0
-122.49094099999999,37.76814,-122.48494099999999,37.77214,0.0
-122.48494099999999,37.76814,-122.47894099999999,37.77214,0.0
-122.47894099999999,37.76814,-122.47294099999999,37.77214,0.0
-122.47294099999999,37.76814,-122.46694099999999,37.77214,3.25
-122.46694099999999,37.76814,-122.46094099999999,37.77214,3.25
-122.46094099999999,37.76814,-122.45494099999999,37.77214,0.0
-122.45494099999999,37.76814,-122.44894099999999,37.77214,4.0
-122.44894099999999,37.76814,-122.44294099999999,37.77214,3.85
-122.44294099999999,37.76814,-122.43694099999999,37.77214,3.13
-122.43694099999999,37.76814,-122.43094099999999,37.77214,3.6
-122.43094099999999,37.76814,-122.42494099999999,37.77214,3.75
-122.42494099999999,37.76814,-122.41894099999999,37.77214,3.95
-122.41894099999999,37.76814,-122.41294099999999,37.77214,4.05
-122.41294099999999,37.76814,-122.40694099999999,37.77214,3.75
-122.40694099999999,37.76814,-122.40094099999999,37.77214,3.75
-122.40094099999999,37.76814,-122.39494099999999,37.77214,0.0
